timestamp,hour,day_of_week,road_type,weather_condition,avg_speed,traffic_level
2025-02-27 13:00:00,13,Thursday,Urban,Sunny,48.36,0
2025-02-27 14:00:00,14,Thursday,Urban,Foggy,39.92,0
2025-02-27 15:00:00,15,Thursday,Residential,Cloudy,34.18,0
2025-02-27 16:00:00,16,Thursday,Highway,Foggy,36.72,2
2025-02-27 17:00:00,17,Thursday,Urban,Cloudy,22.86,2
2025-02-27 18:00:00,18,Thursday,Highway,Rainy,14.8,2
2025-02-27 19:00:00,19,Thursday,Residential,Sunny,10.71,2
2025-02-27 20:00:00,20,Thursday,Highway,Foggy,83.93,0
2025-02-27 21:00:00,21,Thursday,Urban,Rainy,39.37,0
2025-02-27 22:00:00,22,Thursday,Urban,Cloudy,45.93,0
2025-02-27 23:00:00,23,Thursday,Urban,Sunny,53.49,0
2025-02-28 00:00:00,0,Friday,Urban,Rainy,46.2,0
2025-02-28 01:00:00,1,Friday,Urban,Sunny,52.18,0
2025-02-28 02:00:00,2,Friday,Urban,Foggy,35.96,0
2025-02-28 03:00:00,3,Friday,Highway,Cloudy,97.09,0
2025-02-28 04:00:00,4,Friday,Residential,Foggy,22.74,0
2025-02-28 05:00:00,5,Friday,Highway,Foggy,88.86,0
2025-02-28 06:00:00,6,Friday,Residential,Rainy,16.53,1
2025-02-28 07:00:00,7,Friday,Urban,Rainy,16.26,2
2025-02-28 08:00:00,8,Friday,Urban,Foggy,15.14,2
2025-02-28 09:00:00,9,Friday,Residential,Cloudy,14.77,2
2025-02-28 10:00:00,10,Friday,Highway,Cloudy,103.98,0
2025-02-28 11:00:00,11,Friday,Highway,Rainy,71.72,0
2025-02-28 12:00:00,12,Friday,Urban,Cloudy,45.73,0
2025-02-28 13:00:00,13,Friday,Highway,Foggy,82.28,0
2025-02-28 14:00:00,14,Friday,Urban,Cloudy,50.54,0
2025-02-28 15:00:00,15,Friday,Highway,Rainy,82.86,0
2025-02-28 16:00:00,16,Friday,Residential,Cloudy,11.1,2
2025-02-28 17:00:00,17,Friday,Highway,Sunny,42.49,2
2025-02-28 18:00:00,18,Friday,Residential,Rainy,5.0,2
2025-02-28 19:00:00,19,Friday,Highway,Sunny,52.59,2
2025-02-28 20:00:00,20,Friday,Residential,Rainy,26.51,0
2025-02-28 21:00:00,21,Friday,Urban,Rainy,41.76,0
2025-02-28 22:00:00,22,Friday,Residential,Foggy,20.03,1
2025-02-28 23:00:00,23,Friday,Residential,Foggy,25.0,0
2025-03-01 00:00:00,0,Saturday,Urban,Sunny,52.71,0
2025-03-01 01:00:00,1,Saturday,Highway,Sunny,104.58,0
2025-03-01 02:00:00,2,Saturday,Highway,Sunny,96.58,0
2025-03-01 03:00:00,3,Saturday,Residential,Cloudy,27.01,0
2025-03-01 04:00:00,4,Saturday,Highway,Foggy,83.82,0
2025-03-01 05:00:00,5,Saturday,Highway,Cloudy,95.55,0
2025-03-01 06:00:00,6,Saturday,Residential,Sunny,27.72,0
2025-03-01 07:00:00,7,Saturday,Urban,Sunny,48.49,0
2025-03-01 08:00:00,8,Saturday,Highway,Foggy,80.26,0
2025-03-01 09:00:00,9,Saturday,Urban,Foggy,40.22,0
2025-03-01 10:00:00,10,Saturday,Residential,Foggy,26.57,0
2025-03-01 11:00:00,11,Saturday,Residential,Cloudy,32.04,0
2025-03-01 12:00:00,12,Saturday,Highway,Rainy,80.61,0
2025-03-01 13:00:00,13,Saturday,Residential,Cloudy,28.6,0
2025-03-01 14:00:00,14,Saturday,Urban,Rainy,39.6,0
2025-03-01 15:00:00,15,Saturday,Highway,Rainy,88.67,0
2025-03-01 16:00:00,16,Saturday,Urban,Cloudy,46.21,0
2025-03-01 17:00:00,17,Saturday,Residential,Foggy,27.09,0
2025-03-01 18:00:00,18,Saturday,Residential,Sunny,27.1,0
2025-03-01 19:00:00,19,Saturday,Highway,Foggy,84.49,0
2025-03-01 20:00:00,20,Saturday,Highway,Foggy,93.18,0
2025-03-01 21:00:00,21,Saturday,Residential,Foggy,19.72,1
2025-03-01 22:00:00,22,Saturday,Urban,Sunny,45.67,0
2025-03-01 23:00:00,23,Saturday,Residential,Cloudy,32.2,0
2025-03-02 00:00:00,0,Sunday,Highway,Cloudy,99.87,0
2025-03-02 01:00:00,1,Sunday,Urban,Sunny,48.29,0
2025-03-02 02:00:00,2,Sunday,Highway,Foggy,71.11,0
2025-03-02 03:00:00,3,Sunday,Highway,Foggy,70.75,0
2025-03-02 04:00:00,4,Sunday,Highway,Foggy,81.71,0
2025-03-02 05:00:00,5,Sunday,Residential,Cloudy,28.99,0
2025-03-02 06:00:00,6,Sunday,Highway,Cloudy,96.51,0
2025-03-02 07:00:00,7,Sunday,Urban,Cloudy,48.37,0
2025-03-02 08:00:00,8,Sunday,Highway,Cloudy,95.39,0
2025-03-02 09:00:00,9,Sunday,Highway,Rainy,79.13,0
2025-03-02 10:00:00,10,Sunday,Urban,Foggy,41.93,0
2025-03-02 11:00:00,11,Sunday,Urban,Cloudy,54.73,0
2025-03-02 12:00:00,12,Sunday,Urban,Foggy,47.0,0
2025-03-02 13:00:00,13,Sunday,Urban,Cloudy,51.71,0
2025-03-02 14:00:00,14,Sunday,Urban,Cloudy,50.68,0
2025-03-02 15:00:00,15,Sunday,Residential,Sunny,31.97,0
2025-03-02 16:00:00,16,Sunday,Urban,Foggy,37.15,0
2025-03-02 17:00:00,17,Sunday,Highway,Sunny,103.55,0
2025-03-02 18:00:00,18,Sunday,Highway,Rainy,82.2,0
2025-03-02 19:00:00,19,Sunday,Highway,Foggy,70.12,0
2025-03-02 20:00:00,20,Sunday,Highway,Foggy,80.51,0
2025-03-02 21:00:00,21,Sunday,Urban,Sunny,51.72,0
2025-03-02 22:00:00,22,Sunday,Highway,Rainy,75.65,0
2025-03-02 23:00:00,23,Sunday,Residential,Foggy,20.33,1
2025-03-03 00:00:00,0,Monday,Residential,Rainy,24.35,0
2025-03-03 01:00:00,1,Monday,Residential,Rainy,21.47,0
2025-03-03 02:00:00,2,Monday,Highway,Foggy,68.18,1
2025-03-03 03:00:00,3,Monday,Residential,Foggy,22.57,0
2025-03-03 04:00:00,4,Monday,Urban,Sunny,52.0,0
2025-03-03 05:00:00,5,Monday,Highway,Cloudy,98.99,0
2025-03-03 06:00:00,6,Monday,Urban,Rainy,30.28,1
2025-03-03 07:00:00,7,Monday,Highway,Cloudy,49.51,2
2025-03-03 08:00:00,8,Monday,Urban,Sunny,29.48,2
2025-03-03 09:00:00,9,Monday,Residential,Sunny,15.71,2
2025-03-03 10:00:00,10,Monday,Highway,Sunny,102.99,0
2025-03-03 11:00:00,11,Monday,Residential,Cloudy,32.73,0
2025-03-03 12:00:00,12,Monday,Urban,Foggy,39.05,0
2025-03-03 13:00:00,13,Monday,Urban,Foggy,41.73,0
2025-03-03 14:00:00,14,Monday,Residential,Rainy,28.99,0
2025-03-03 15:00:00,15,Monday,Residential,Foggy,27.5,0
2025-03-03 16:00:00,16,Monday,Highway,Foggy,41.69,2
2025-03-03 17:00:00,17,Monday,Highway,Rainy,13.94,2
2025-03-03 18:00:00,18,Monday,Urban,Rainy,5.0,2
2025-03-03 19:00:00,19,Monday,Urban,Rainy,5.0,2
2025-03-03 20:00:00,20,Monday,Urban,Sunny,54.24,0
2025-03-03 21:00:00,21,Monday,Residential,Rainy,18.15,1
2025-03-03 22:00:00,22,Monday,Residential,Foggy,18.87,1
2025-03-03 23:00:00,23,Monday,Highway,Cloudy,104.55,0
2025-03-04 00:00:00,0,Tuesday,Urban,Foggy,43.72,0
2025-03-04 01:00:00,1,Tuesday,Highway,Cloudy,95.45,0
2025-03-04 02:00:00,2,Tuesday,Urban,Cloudy,49.63,0
2025-03-04 03:00:00,3,Tuesday,Residential,Cloudy,31.41,0
2025-03-04 04:00:00,4,Tuesday,Residential,Sunny,26.61,0
2025-03-04 05:00:00,5,Tuesday,Urban,Foggy,34.6,1
2025-03-04 06:00:00,6,Tuesday,Urban,Cloudy,51.53,0
2025-03-04 07:00:00,7,Tuesday,Highway,Rainy,20.56,2
2025-03-04 08:00:00,8,Tuesday,Residential,Rainy,5.8,2
2025-03-04 09:00:00,9,Tuesday,Residential,Foggy,5.0,2
2025-03-04 10:00:00,10,Tuesday,Urban,Cloudy,45.28,0
2025-03-04 11:00:00,11,Tuesday,Highway,Rainy,74.54,0
2025-03-04 12:00:00,12,Tuesday,Urban,Rainy,37.31,0
2025-03-04 13:00:00,13,Tuesday,Urban,Sunny,53.67,0
2025-03-04 14:00:00,14,Tuesday,Residential,Cloudy,27.27,0
2025-03-04 15:00:00,15,Tuesday,Urban,Cloudy,54.61,0
2025-03-04 16:00:00,16,Tuesday,Highway,Rainy,17.99,2
2025-03-04 17:00:00,17,Tuesday,Urban,Sunny,14.8,2
2025-03-04 18:00:00,18,Tuesday,Urban,Sunny,25.23,2
2025-03-04 19:00:00,19,Tuesday,Highway,Foggy,5.0,2
2025-03-04 20:00:00,20,Tuesday,Urban,Rainy,47.99,0
2025-03-04 21:00:00,21,Tuesday,Urban,Rainy,38.46,0
2025-03-04 22:00:00,22,Tuesday,Residential,Cloudy,32.44,0
2025-03-04 23:00:00,23,Tuesday,Residential,Rainy,25.62,0
2025-03-05 00:00:00,0,Wednesday,Urban,Sunny,54.1,0
2025-03-05 01:00:00,1,Wednesday,Highway,Cloudy,104.74,0
2025-03-05 02:00:00,2,Wednesday,Residential,Rainy,29.29,0
2025-03-05 03:00:00,3,Wednesday,Urban,Sunny,50.05,0
2025-03-05 04:00:00,4,Wednesday,Highway,Foggy,86.12,0
2025-03-05 05:00:00,5,Wednesday,Urban,Sunny,47.16,0
2025-03-05 06:00:00,6,Wednesday,Residential,Foggy,26.73,0
2025-03-05 07:00:00,7,Wednesday,Residential,Foggy,5.64,2
2025-03-05 08:00:00,8,Wednesday,Residential,Sunny,5.35,2
2025-03-05 09:00:00,9,Wednesday,Highway,Sunny,49.43,2
2025-03-05 10:00:00,10,Wednesday,Highway,Sunny,99.87,0
2025-03-05 11:00:00,11,Wednesday,Residential,Cloudy,31.83,0
2025-03-05 12:00:00,12,Wednesday,Urban,Foggy,34.24,1
2025-03-05 13:00:00,13,Wednesday,Residential,Sunny,32.01,0
2025-03-05 14:00:00,14,Wednesday,Residential,Foggy,18.33,1
2025-03-05 15:00:00,15,Wednesday,Residential,Cloudy,28.97,0
2025-03-05 16:00:00,16,Wednesday,Urban,Cloudy,17.99,2
2025-03-05 17:00:00,17,Wednesday,Residential,Sunny,13.48,2
2025-03-05 18:00:00,18,Wednesday,Highway,Foggy,29.7,2
2025-03-05 19:00:00,19,Wednesday,Highway,Foggy,19.76,2
2025-03-05 20:00:00,20,Wednesday,Highway,Rainy,68.93,1
2025-03-05 21:00:00,21,Wednesday,Urban,Cloudy,52.26,0
2025-03-05 22:00:00,22,Wednesday,Urban,Cloudy,52.98,0
2025-03-05 23:00:00,23,Wednesday,Residential,Cloudy,29.17,0
2025-03-06 00:00:00,0,Thursday,Urban,Cloudy,54.3,0
2025-03-06 01:00:00,1,Thursday,Residential,Sunny,29.33,0
2025-03-06 02:00:00,2,Thursday,Highway,Rainy,78.83,0
2025-03-06 03:00:00,3,Thursday,Highway,Rainy,78.83,0
2025-03-06 04:00:00,4,Thursday,Urban,Foggy,37.1,0
2025-03-06 05:00:00,5,Thursday,Urban,Rainy,36.01,0
2025-03-06 06:00:00,6,Thursday,Residential,Foggy,28.06,0
2025-03-06 07:00:00,7,Thursday,Highway,Cloudy,42.35,2
2025-03-06 08:00:00,8,Thursday,Residential,Rainy,9.78,2
2025-03-06 09:00:00,9,Thursday,Urban,Foggy,8.09,2
2025-03-06 10:00:00,10,Thursday,Urban,Cloudy,53.88,0
2025-03-06 11:00:00,11,Thursday,Residential,Cloudy,31.55,0
2025-03-06 12:00:00,12,Thursday,Highway,Rainy,74.69,0
2025-03-06 13:00:00,13,Thursday,Highway,Rainy,91.17,0
2025-03-06 14:00:00,14,Thursday,Highway,Foggy,92.17,0
2025-03-06 15:00:00,15,Thursday,Residential,Sunny,31.37,0
2025-03-06 16:00:00,16,Thursday,Urban,Rainy,15.56,2
2025-03-06 17:00:00,17,Thursday,Highway,Cloudy,57.96,2
2025-03-06 18:00:00,18,Thursday,Urban,Foggy,19.69,2
2025-03-06 19:00:00,19,Thursday,Highway,Rainy,14.79,2
2025-03-06 20:00:00,20,Thursday,Residential,Foggy,25.52,0
2025-03-06 21:00:00,21,Thursday,Urban,Foggy,42.19,0
2025-03-06 22:00:00,22,Thursday,Urban,Cloudy,45.38,0
2025-03-06 23:00:00,23,Thursday,Highway,Sunny,100.52,0
2025-03-07 00:00:00,0,Friday,Residential,Foggy,30.03,0
2025-03-07 01:00:00,1,Friday,Residential,Rainy,26.01,0
2025-03-07 02:00:00,2,Friday,Residential,Sunny,29.98,0
2025-03-07 03:00:00,3,Friday,Urban,Cloudy,51.49,0
2025-03-07 04:00:00,4,Friday,Residential,Sunny,25.08,0
2025-03-07 05:00:00,5,Friday,Highway,Cloudy,95.09,0
2025-03-07 06:00:00,6,Friday,Highway,Rainy,78.36,0
2025-03-07 07:00:00,7,Friday,Urban,Sunny,21.38,2
2025-03-07 08:00:00,8,Friday,Residential,Foggy,8.37,2
2025-03-07 09:00:00,9,Friday,Urban,Cloudy,26.9,2
2025-03-07 10:00:00,10,Friday,Urban,Cloudy,47.22,0
2025-03-07 11:00:00,11,Friday,Residential,Cloudy,28.05,0
2025-03-07 12:00:00,12,Friday,Highway,Cloudy,99.19,0
2025-03-07 13:00:00,13,Friday,Highway,Foggy,75.96,0
2025-03-07 14:00:00,14,Friday,Highway,Foggy,94.39,0
2025-03-07 15:00:00,15,Friday,Urban,Cloudy,48.31,0
2025-03-07 16:00:00,16,Friday,Highway,Cloudy,35.66,2
2025-03-07 17:00:00,17,Friday,Urban,Sunny,16.77,2
2025-03-07 18:00:00,18,Friday,Highway,Foggy,15.1,2
2025-03-07 19:00:00,19,Friday,Highway,Foggy,33.95,2
2025-03-07 20:00:00,20,Friday,Highway,Rainy,73.88,0
2025-03-07 21:00:00,21,Friday,Residential,Cloudy,32.64,0
2025-03-07 22:00:00,22,Friday,Highway,Cloudy,101.95,0
2025-03-07 23:00:00,23,Friday,Highway,Rainy,72.62,0
2025-03-08 00:00:00,0,Saturday,Urban,Foggy,42.63,0
2025-03-08 01:00:00,1,Saturday,Highway,Foggy,87.44,0
2025-03-08 02:00:00,2,Saturday,Highway,Rainy,79.7,0
2025-03-08 03:00:00,3,Saturday,Residential,Cloudy,25.78,0
2025-03-08 04:00:00,4,Saturday,Highway,Rainy,78.44,0
2025-03-08 05:00:00,5,Saturday,Urban,Rainy,40.62,0
2025-03-08 06:00:00,6,Saturday,Residential,Foggy,19.84,1
2025-03-08 07:00:00,7,Saturday,Urban,Foggy,37.8,0
2025-03-08 08:00:00,8,Saturday,Highway,Foggy,85.55,0
2025-03-08 09:00:00,9,Saturday,Residential,Sunny,28.8,0
2025-03-08 10:00:00,10,Saturday,Highway,Rainy,91.46,0
2025-03-08 11:00:00,11,Saturday,Residential,Rainy,23.2,0
2025-03-08 12:00:00,12,Saturday,Urban,Sunny,53.76,0
2025-03-08 13:00:00,13,Saturday,Highway,Foggy,89.22,0
2025-03-08 14:00:00,14,Saturday,Residential,Cloudy,34.69,0
2025-03-08 15:00:00,15,Saturday,Highway,Foggy,80.53,0
2025-03-08 16:00:00,16,Saturday,Urban,Cloudy,52.89,0
2025-03-08 17:00:00,17,Saturday,Highway,Cloudy,95.45,0
2025-03-08 18:00:00,18,Saturday,Urban,Cloudy,51.02,0
2025-03-08 19:00:00,19,Saturday,Highway,Sunny,99.27,0
2025-03-08 20:00:00,20,Saturday,Highway,Rainy,81.75,0
2025-03-08 21:00:00,21,Saturday,Residential,Rainy,19.72,1
2025-03-08 22:00:00,22,Saturday,Urban,Rainy,43.98,0
2025-03-08 23:00:00,23,Saturday,Residential,Foggy,26.97,0
2025-03-09 00:00:00,0,Sunday,Urban,Foggy,42.82,0
2025-03-09 01:00:00,1,Sunday,Residential,Foggy,22.31,0
2025-03-09 02:00:00,2,Sunday,Highway,Cloudy,98.68,0
2025-03-09 03:00:00,3,Sunday,Highway,Cloudy,102.76,0
2025-03-09 04:00:00,4,Sunday,Urban,Foggy,37.11,0
2025-03-09 05:00:00,5,Sunday,Highway,Foggy,92.0,0
2025-03-09 06:00:00,6,Sunday,Highway,Sunny,99.73,0
2025-03-09 07:00:00,7,Sunday,Highway,Sunny,101.72,0
2025-03-09 08:00:00,8,Sunday,Urban,Rainy,37.23,0
2025-03-09 09:00:00,9,Sunday,Residential,Sunny,26.78,0
2025-03-09 10:00:00,10,Sunday,Residential,Sunny,28.45,0
2025-03-09 11:00:00,11,Sunday,Urban,Foggy,44.48,0
2025-03-09 12:00:00,12,Sunday,Residential,Rainy,19.73,1
2025-03-09 13:00:00,13,Sunday,Residential,Rainy,30.49,0
2025-03-09 14:00:00,14,Sunday,Urban,Foggy,34.43,1
2025-03-09 15:00:00,15,Sunday,Residential,Foggy,17.19,1
2025-03-09 16:00:00,16,Sunday,Urban,Rainy,38.12,0
2025-03-09 17:00:00,17,Sunday,Highway,Cloudy,98.88,0
2025-03-09 18:00:00,18,Sunday,Highway,Cloudy,100.54,0
2025-03-09 19:00:00,19,Sunday,Residential,Cloudy,26.83,0
2025-03-09 20:00:00,20,Sunday,Highway,Sunny,99.68,0
2025-03-09 21:00:00,21,Sunday,Highway,Cloudy,97.26,0
2025-03-09 22:00:00,22,Sunday,Highway,Sunny,100.14,0
2025-03-09 23:00:00,23,Sunday,Urban,Foggy,41.2,0
2025-03-10 00:00:00,0,Monday,Highway,Rainy,80.45,0
2025-03-10 01:00:00,1,Monday,Residential,Sunny,30.51,0
2025-03-10 02:00:00,2,Monday,Residential,Foggy,24.44,0
2025-03-10 03:00:00,3,Monday,Urban,Sunny,53.28,0
2025-03-10 04:00:00,4,Monday,Urban,Sunny,54.41,0
2025-03-10 05:00:00,5,Monday,Residential,Foggy,18.89,1
2025-03-10 06:00:00,6,Monday,Urban,Rainy,37.92,0
2025-03-10 07:00:00,7,Monday,Highway,Rainy,27.69,2
2025-03-10 08:00:00,8,Monday,Residential,Cloudy,13.04,2
2025-03-10 09:00:00,9,Monday,Highway,Rainy,6.33,2
2025-03-10 10:00:00,10,Monday,Residential,Foggy,28.48,0
2025-03-10 11:00:00,11,Monday,Highway,Foggy,82.39,0
2025-03-10 12:00:00,12,Monday,Residential,Rainy,27.44,0
2025-03-10 13:00:00,13,Monday,Residential,Foggy,22.2,0
2025-03-10 14:00:00,14,Monday,Urban,Foggy,42.73,0
2025-03-10 15:00:00,15,Monday,Urban,Rainy,40.92,0
2025-03-10 16:00:00,16,Monday,Highway,Cloudy,39.8,2
2025-03-10 17:00:00,17,Monday,Residential,Sunny,12.16,2
2025-03-10 18:00:00,18,Monday,Highway,Rainy,16.58,2
2025-03-10 19:00:00,19,Monday,Highway,Foggy,21.61,2
2025-03-10 20:00:00,20,Monday,Urban,Foggy,36.99,0
2025-03-10 21:00:00,21,Monday,Highway,Cloudy,99.43,0
2025-03-10 22:00:00,22,Monday,Urban,Foggy,35.57,0
2025-03-10 23:00:00,23,Monday,Residential,Rainy,22.22,0
2025-03-11 00:00:00,0,Tuesday,Residential,Cloudy,29.7,0
2025-03-11 01:00:00,1,Tuesday,Highway,Foggy,68.2,1
2025-03-11 02:00:00,2,Tuesday,Highway,Cloudy,101.53,0
2025-03-11 03:00:00,3,Tuesday,Urban,Cloudy,51.35,0
2025-03-11 04:00:00,4,Tuesday,Residential,Sunny,30.71,0
2025-03-11 05:00:00,5,Tuesday,Highway,Foggy,78.37,0
2025-03-11 06:00:00,6,Tuesday,Residential,Sunny,34.9,0
2025-03-11 07:00:00,7,Tuesday,Highway,Cloudy,47.58,2
2025-03-11 08:00:00,8,Tuesday,Urban,Sunny,24.43,2
2025-03-11 09:00:00,9,Tuesday,Highway,Rainy,30.0,2
2025-03-11 10:00:00,10,Tuesday,Residential,Cloudy,25.96,0
2025-03-11 11:00:00,11,Tuesday,Residential,Rainy,23.18,0
2025-03-11 12:00:00,12,Tuesday,Residential,Sunny,27.54,0
2025-03-11 13:00:00,13,Tuesday,Residential,Foggy,25.92,0
2025-03-11 14:00:00,14,Tuesday,Highway,Sunny,95.89,0
2025-03-11 15:00:00,15,Tuesday,Residential,Rainy,22.59,0
2025-03-11 16:00:00,16,Tuesday,Urban,Foggy,14.2,2
2025-03-11 17:00:00,17,Tuesday,Highway,Foggy,14.46,2
2025-03-11 18:00:00,18,Tuesday,Residential,Sunny,9.63,2
2025-03-11 19:00:00,19,Tuesday,Highway,Foggy,23.98,2
2025-03-11 20:00:00,20,Tuesday,Residential,Foggy,23.51,0
2025-03-11 21:00:00,21,Tuesday,Urban,Cloudy,54.26,0
2025-03-11 22:00:00,22,Tuesday,Urban,Sunny,47.03,0
2025-03-11 23:00:00,23,Tuesday,Residential,Sunny,27.24,0
2025-03-12 00:00:00,0,Wednesday,Residential,Cloudy,34.76,0
2025-03-12 01:00:00,1,Wednesday,Residential,Rainy,26.07,0
2025-03-12 02:00:00,2,Wednesday,Highway,Foggy,82.22,0
2025-03-12 03:00:00,3,Wednesday,Highway,Sunny,104.53,0
2025-03-12 04:00:00,4,Wednesday,Urban,Sunny,51.18,0
2025-03-12 05:00:00,5,Wednesday,Residential,Sunny,31.4,0
2025-03-12 06:00:00,6,Wednesday,Residential,Sunny,26.81,0
2025-03-12 07:00:00,7,Wednesday,Residential,Rainy,5.0,2
2025-03-12 08:00:00,8,Wednesday,Highway,Rainy,29.89,2
2025-03-12 09:00:00,9,Wednesday,Urban,Rainy,11.2,2
2025-03-12 10:00:00,10,Wednesday,Urban,Foggy,38.82,0
2025-03-12 11:00:00,11,Wednesday,Residential,Cloudy,34.42,0
2025-03-12 12:00:00,12,Wednesday,Urban,Rainy,38.6,0
2025-03-12 13:00:00,13,Wednesday,Residential,Rainy,26.6,0
2025-03-12 14:00:00,14,Wednesday,Residential,Foggy,19.08,1
2025-03-12 15:00:00,15,Wednesday,Residential,Cloudy,27.08,0
2025-03-12 16:00:00,16,Wednesday,Residential,Rainy,9.72,2
2025-03-12 17:00:00,17,Wednesday,Residential,Foggy,12.3,2
2025-03-12 18:00:00,18,Wednesday,Urban,Cloudy,15.74,2
2025-03-12 19:00:00,19,Wednesday,Residential,Cloudy,20.47,2
2025-03-12 20:00:00,20,Wednesday,Residential,Rainy,26.54,0
2025-03-12 21:00:00,21,Wednesday,Residential,Cloudy,34.9,0
2025-03-12 22:00:00,22,Wednesday,Residential,Cloudy,27.69,0
2025-03-12 23:00:00,23,Wednesday,Highway,Cloudy,104.55,0
2025-03-13 00:00:00,0,Thursday,Highway,Sunny,95.63,0
2025-03-13 01:00:00,1,Thursday,Urban,Rainy,33.52,1
2025-03-13 02:00:00,2,Thursday,Highway,Rainy,74.47,0
2025-03-13 03:00:00,3,Thursday,Residential,Sunny,29.41,0
2025-03-13 04:00:00,4,Thursday,Highway,Foggy,76.14,0
2025-03-13 05:00:00,5,Thursday,Residential,Rainy,28.53,0
2025-03-13 06:00:00,6,Thursday,Urban,Sunny,47.03,0
2025-03-13 07:00:00,7,Thursday,Highway,Rainy,9.15,2
2025-03-13 08:00:00,8,Thursday,Residential,Sunny,17.59,2
2025-03-13 09:00:00,9,Thursday,Residential,Rainy,11.35,2
2025-03-13 10:00:00,10,Thursday,Residential,Sunny,33.46,0
2025-03-13 11:00:00,11,Thursday,Residential,Cloudy,29.77,0
2025-03-13 12:00:00,12,Thursday,Residential,Sunny,31.34,0
2025-03-13 13:00:00,13,Thursday,Urban,Foggy,39.34,0
2025-03-13 14:00:00,14,Thursday,Urban,Cloudy,53.53,0
2025-03-13 15:00:00,15,Thursday,Urban,Sunny,45.82,0
2025-03-13 16:00:00,16,Thursday,Residential,Rainy,9.16,2
2025-03-13 17:00:00,17,Thursday,Urban,Sunny,22.2,2
2025-03-13 18:00:00,18,Thursday,Residential,Foggy,13.42,2
2025-03-13 19:00:00,19,Thursday,Urban,Sunny,21.86,2
2025-03-13 20:00:00,20,Thursday,Residential,Foggy,28.69,0
2025-03-13 21:00:00,21,Thursday,Residential,Rainy,25.79,0
2025-03-13 22:00:00,22,Thursday,Highway,Foggy,89.73,0
2025-03-13 23:00:00,23,Thursday,Residential,Sunny,26.98,0
2025-03-14 00:00:00,0,Friday,Highway,Sunny,95.79,0
2025-03-14 01:00:00,1,Friday,Urban,Cloudy,45.5,0
2025-03-14 02:00:00,2,Friday,Residential,Cloudy,32.07,0
2025-03-14 03:00:00,3,Friday,Highway,Cloudy,98.43,0
2025-03-14 04:00:00,4,Friday,Urban,Foggy,35.78,0
2025-03-14 05:00:00,5,Friday,Highway,Sunny,102.03,0
2025-03-14 06:00:00,6,Friday,Highway,Foggy,69.03,1
2025-03-14 07:00:00,7,Friday,Highway,Cloudy,44.93,2
2025-03-14 08:00:00,8,Friday,Residential,Foggy,8.94,2
2025-03-14 09:00:00,9,Friday,Residential,Rainy,5.0,2
2025-03-14 10:00:00,10,Friday,Residential,Cloudy,32.01,0
2025-03-14 11:00:00,11,Friday,Highway,Foggy,89.03,0
2025-03-14 12:00:00,12,Friday,Highway,Sunny,103.5,0
2025-03-14 13:00:00,13,Friday,Urban,Sunny,48.76,0
2025-03-14 14:00:00,14,Friday,Highway,Rainy,78.86,0
2025-03-14 15:00:00,15,Friday,Urban,Cloudy,46.78,0
2025-03-14 16:00:00,16,Friday,Residential,Foggy,6.06,2
2025-03-14 17:00:00,17,Friday,Highway,Foggy,20.72,2
2025-03-14 18:00:00,18,Friday,Urban,Sunny,26.37,2
2025-03-14 19:00:00,19,Friday,Highway,Cloudy,31.54,2
2025-03-14 20:00:00,20,Friday,Residential,Foggy,18.15,1
2025-03-14 21:00:00,21,Friday,Urban,Foggy,36.49,0
2025-03-14 22:00:00,22,Friday,Urban,Cloudy,45.44,0
2025-03-14 23:00:00,23,Friday,Urban,Cloudy,50.68,0
2025-03-15 00:00:00,0,Saturday,Highway,Foggy,87.77,0
2025-03-15 01:00:00,1,Saturday,Residential,Foggy,23.31,0
2025-03-15 02:00:00,2,Saturday,Residential,Rainy,31.0,0
2025-03-15 03:00:00,3,Saturday,Highway,Cloudy,101.95,0
2025-03-15 04:00:00,4,Saturday,Urban,Rainy,46.43,0
2025-03-15 05:00:00,5,Saturday,Residential,Cloudy,33.73,0
2025-03-15 06:00:00,6,Saturday,Highway,Foggy,79.4,0
2025-03-15 07:00:00,7,Saturday,Highway,Foggy,78.33,0
2025-03-15 08:00:00,8,Saturday,Highway,Rainy,86.87,0
2025-03-15 09:00:00,9,Saturday,Highway,Rainy,71.05,0
2025-03-15 10:00:00,10,Saturday,Residential,Cloudy,32.88,0
2025-03-15 11:00:00,11,Saturday,Highway,Foggy,68.78,1
2025-03-15 12:00:00,12,Saturday,Highway,Sunny,103.58,0
2025-03-15 13:00:00,13,Saturday,Residential,Foggy,22.27,0
2025-03-15 14:00:00,14,Saturday,Residential,Sunny,32.32,0
2025-03-15 15:00:00,15,Saturday,Highway,Rainy,77.86,0
2025-03-15 16:00:00,16,Saturday,Residential,Rainy,22.93,0
2025-03-15 17:00:00,17,Saturday,Urban,Foggy,46.79,0
2025-03-15 18:00:00,18,Saturday,Highway,Foggy,80.24,0
2025-03-15 19:00:00,19,Saturday,Urban,Foggy,41.16,0
2025-03-15 20:00:00,20,Saturday,Urban,Foggy,35.99,0
2025-03-15 21:00:00,21,Saturday,Highway,Foggy,68.58,1
2025-03-15 22:00:00,22,Saturday,Urban,Foggy,37.39,0
2025-03-15 23:00:00,23,Saturday,Urban,Foggy,47.61,0
2025-03-16 00:00:00,0,Sunday,Urban,Cloudy,54.44,0
